Region,Year,Sexo,Grupo,Valor,Min,Max
Guyana,2014,Femenino,Todas edades," 293,19 "," 226,59 "," 371,53 "
Guyana,2014,Masculino,Estandarizada edad," 470,75 "," 361,15 "," 598,13 "
Guyana,2014,Masculino,Todas edades," 313,37 "," 238,15 "," 400,75 "
Guyana,2015,Femenino,Estandarizada edad," 376,15 "," 288,71 "," 479,04 "
Guyana,2015,Femenino,Todas edades," 302,60 "," 230,61 "," 387,34 "
Guyana,2015,Masculino,Estandarizada edad," 476,75 "," 359,67 "," 614,13 "
Guyana,2015,Masculino,Todas edades," 329,16 "," 246,11 "," 426,73 "
Guyana,2016,Femenino,Estandarizada edad," 375,85 "," 283,54 "," 484,89 "
Guyana,2016,Femenino,Todas edades," 313,45 "," 235,04 "," 406,11 "
Guyana,2016,Masculino,Estandarizada edad," 474,48 "," 350,91 "," 619,88 "
Guyana,2016,Masculino,Todas edades," 340,78 "," 249,87 "," 447,83 "
Guyana,2017,Femenino,Estandarizada edad," 377,05 "," 279,82 "," 492,57 "
Guyana,2017,Femenino,Todas edades," 328,47 "," 242,73 "," 430,33 "
Guyana,2017,Masculino,Estandarizada edad," 473,68 "," 344,89 "," 625,56 "
Guyana,2017,Masculino,Todas edades," 357,43 "," 258,38 "," 474,58 "
Guyana,2018,Femenino,Estandarizada edad," 377,68 "," 277,90 "," 498,85 "
Guyana,2018,Femenino,Todas edades," 344,20 "," 252,64 "," 455,39 "
Guyana,2018,Masculino,Estandarizada edad," 474,42 "," 341,84 "," 635,99 "
Guyana,2018,Masculino,Todas edades," 377,71 "," 270,70 "," 508,82 "
Guyana,2019,Femenino,Estandarizada edad," 378,45 "," 274,60 "," 504,75 "
Guyana,2019,Femenino,Todas edades," 359,42 "," 260,47 "," 479,62 "
Guyana,2019,Masculino,Estandarizada edad," 475,44 "," 339,56 "," 643,41 "
Guyana,2019,Masculino,Todas edades," 395,96 "," 281,57 "," 537,98 "
Honduras,2000,Femenino,Estandarizada edad," 248,72 "," 154,24 "," 378,12 "
Honduras,2000,Femenino,Todas edades," 124,80 "," 76,86 "," 190,55 "
Honduras,2000,Masculino,Estandarizada edad," 210,14 "," 127,52 "," 331,76 "
Honduras,2000,Masculino,Todas edades," 86,05 "," 51,48 "," 137,15 "
Honduras,2001,Femenino,Estandarizada edad," 245,91 "," 153,38 "," 376,00 "
Honduras,2001,Femenino,Todas edades," 125,64 "," 77,85 "," 192,85 "
Honduras,2001,Masculino,Estandarizada edad," 208,89 "," 126,79 "," 329,05 "
Honduras,2001,Masculino,Todas edades," 86,74 "," 51,92 "," 137,95 "
Honduras,2002,Femenino,Estandarizada edad," 244,69 "," 152,30 "," 376,06 "
Honduras,2002,Femenino,Todas edades," 126,84 "," 78,51 "," 195,65 "
Honduras,2002,Masculino,Estandarizada edad," 212,22 "," 128,97 "," 334,10 "
Honduras,2002,Masculino,Todas edades," 89,33 "," 53,53 "," 141,93 "
Honduras,2003,Femenino,Estandarizada edad," 244,61 "," 152,09 "," 377,01 "
Honduras,2003,Femenino,Todas edades," 128,45 "," 79,47 "," 198,65 "
Honduras,2003,Masculino,Estandarizada edad," 211,79 "," 128,77 "," 333,79 "
Honduras,2003,Masculino,Todas edades," 90,13 "," 54,05 "," 143,33 "
Honduras,2004,Femenino,Estandarizada edad," 250,18 "," 154,90 "," 386,60 "
Honduras,2004,Femenino,Todas edades," 132,74 "," 81,81 "," 205,71 "
Honduras,2004,Masculino,Estandarizada edad," 206,81 "," 126,41 "," 324,33 "
Honduras,2004,Masculino,Todas edades," 88,83 "," 53,57 "," 140,61 "
Honduras,2005,Femenino,Estandarizada edad," 249,63 "," 154,81 "," 386,69 "
Honduras,2005,Femenino,Todas edades," 134,27 "," 82,89 "," 208,65 "
Honduras,2005,Masculino,Estandarizada edad," 208,84 "," 127,22 "," 326,66 "
Honduras,2005,Masculino,Todas edades," 90,43 "," 54,33 "," 142,73 "
Honduras,2006,Femenino,Estandarizada edad," 248,73 "," 153,76 "," 384,34 "
Honduras,2006,Femenino,Todas edades," 137,22 "," 84,52 "," 212,61 "
Honduras,2006,Masculino,Estandarizada edad," 210,02 "," 127,76 "," 328,75 "
Honduras,2006,Masculino,Todas edades," 92,90 "," 55,81 "," 146,61 "
Honduras,2007,Femenino,Estandarizada edad," 247,08 "," 152,53 "," 382,49 "
Honduras,2007,Femenino,Todas edades," 139,48 "," 85,83 "," 216,34 "
Honduras,2007,Masculino,Estandarizada edad," 208,12 "," 126,75 "," 325,33 "
Honduras,2007,Masculino,Todas edades," 93,82 "," 56,46 "," 147,80 "
Honduras,2008,Femenino,Estandarizada edad," 246,66 "," 151,54 "," 381,81 "
Honduras,2008,Femenino,Todas edades," 142,04 "," 87,09 "," 220,28 "
Honduras,2008,Masculino,Estandarizada edad," 204,02 "," 123,72 "," 318,93 "
Honduras,2008,Masculino,Todas edades," 93,67 "," 56,16 "," 147,56 "
Honduras,2009,Femenino,Estandarizada edad," 247,20 "," 152,19 "," 381,33 "
Honduras,2009,Femenino,Todas edades," 145,26 "," 89,35 "," 224,40 "
Honduras,2009,Masculino,Estandarizada edad," 203,09 "," 123,60 "," 315,32 "
Honduras,2009,Masculino,Todas edades," 94,64 "," 56,96 "," 148,07 "
Honduras,2010,Femenino,Estandarizada edad," 251,43 "," 155,30 "," 386,77 "
Honduras,2010,Femenino,Todas edades," 150,73 "," 93,08 "," 232,26 "
Honduras,2010,Masculino,Estandarizada edad," 206,38 "," 126,19 "," 318,90 "
Honduras,2010,Masculino,Todas edades," 97,39 "," 58,90 "," 151,66 "
Honduras,2011,Femenino,Estandarizada edad," 260,94 "," 161,56 "," 401,56 "
Honduras,2011,Femenino,Todas edades," 160,27 "," 99,33 "," 247,16 "
Honduras,2011,Masculino,Estandarizada edad," 218,72 "," 136,32 "," 335,84 "
Honduras,2011,Masculino,Todas edades," 105,17 "," 64,91 "," 162,69 "
Honduras,2012,Femenino,Estandarizada edad," 269,16 "," 166,92 "," 414,55 "
Honduras,2012,Femenino,Todas edades," 166,21 "," 103,13 "," 256,76 "
Honduras,2012,Masculino,Estandarizada edad," 301,71 "," 190,70 "," 460,83 "
Honduras,2012,Masculino,Todas edades," 147,83 "," 92,38 "," 227,87 "
Honduras,2013,Femenino,Estandarizada edad," 269,21 "," 166,83 "," 413,37 "
Honduras,2013,Femenino,Todas edades," 169,83 "," 105,23 "," 261,61 "
Honduras,2013,Masculino,Estandarizada edad," 302,68 "," 190,82 "," 461,97 "
Honduras,2013,Masculino,Todas edades," 151,18 "," 94,27 "," 232,83 "
Honduras,2014,Femenino,Estandarizada edad," 267,84 "," 166,21 "," 410,24 "
Honduras,2014,Femenino,Todas edades," 172,52 "," 106,95 "," 265,05 "
Honduras,2014,Masculino,Estandarizada edad," 303,28 "," 190,62 "," 462,33 "
Honduras,2014,Masculino,Todas edades," 154,65 "," 96,11 "," 237,98 "
Honduras,2015,Femenino,Estandarizada edad," 267,83 "," 166,11 "," 410,17 "
Honduras,2015,Femenino,Todas edades," 176,06 "," 108,97 "," 270,54 "
Honduras,2015,Masculino,Estandarizada edad," 306,46 "," 190,99 "," 468,40 "
Honduras,2015,Masculino,Todas edades," 160,25 "," 98,53 "," 247,62 "
Honduras,2016,Femenino,Estandarizada edad," 259,07 "," 162,18 "," 395,64 "
Honduras,2016,Femenino,Todas edades," 174,83 "," 109,19 "," 267,90 "
Honduras,2016,Masculino,Estandarizada edad," 265,86 "," 167,27 "," 404,43 "
Honduras,2016,Masculino,Todas edades," 139,53 "," 87,14 "," 213,59 "
Honduras,2017,Femenino,Estandarizada edad," 257,95 "," 160,91 "," 393,38 "
Honduras,2017,Femenino,Todas edades," 178,17 "," 110,97 "," 272,42 "
Honduras,2017,Masculino,Estandarizada edad," 269,46 "," 170,57 "," 407,21 "
Honduras,2017,Masculino,Todas edades," 144,88 "," 91,04 "," 220,41 "
Honduras,2018,Femenino,Estandarizada edad," 252,79 "," 157,73 "," 384,72 "
Honduras,2018,Femenino,Todas edades," 178,62 "," 111,25 "," 272,55 "
Honduras,2018,Masculino,Estandarizada edad," 256,13 "," 163,09 "," 383,39 "
Honduras,2018,Masculino,Todas edades," 140,73 "," 88,88 "," 212,28 "
Honduras,2019,Femenino,Estandarizada edad," 249,91 "," 155,70 "," 379,65 "
Honduras,2019,Femenino,Todas edades," 180,43 "," 112,27 "," 274,63 "
Honduras,2019,Masculino,Estandarizada edad," 255,02 "," 162,72 "," 380,58 "
Honduras,2019,Masculino,Todas edades," 142,94 "," 90,45 "," 214,86 "
Haiti,2000,Femenino,Estandarizada edad," 515,19 "," 284,32 "," 844,21 "
Haiti,2000,Femenino,Todas edades," 291,75 "," 158,13 "," 484,47 "
Haiti,2000,Masculino,Estandarizada edad," 433,42 "," 263,68 "," 699,21 "
Haiti,2000,Masculino,Todas edades," 208,57 "," 124,36 "," 342,12 "
Haiti,2001,Femenino,Estandarizada edad," 513,18 "," 283,54 "," 841,80 "
Haiti,2001,Femenino,Todas edades," 292,71 "," 158,90 "," 486,26 "
Haiti,2001,Masculino,Estandarizada edad," 424,33 "," 255,65 "," 687,10 "
Haiti,2001,Masculino,Todas edades," 205,48 "," 121,39 "," 338,18 "
Haiti,2002,Femenino,Estandarizada edad," 510,40 "," 281,11 "," 838,12 "
Haiti,2002,Femenino,Todas edades," 292,81 "," 158,43 "," 486,94 "
Haiti,2002,Masculino,Estandarizada edad," 416,72 "," 249,17 "," 675,88 "
Haiti,2002,Masculino,Todas edades," 202,73 "," 118,88 "," 334,02 "
Haiti,2003,Femenino,Estandarizada edad," 510,79 "," 281,16 "," 837,07 "
Haiti,2003,Femenino,Todas edades," 294,25 "," 159,21 "," 488,32 "
Haiti,2003,Masculino,Estandarizada edad," 412,84 "," 245,74 "," 671,99 "
Haiti,2003,Masculino,Todas edades," 201,46 "," 117,52 "," 333,15 "
Haiti,2004,Femenino,Estandarizada edad," 508,30 "," 278,44 "," 830,77 "
Haiti,2004,Femenino,Todas edades," 292,78 "," 157,84 "," 484,51 "
Haiti,2004,Masculino,Estandarizada edad," 407,34 "," 240,89 "," 663,55 "
Haiti,2004,Masculino,Todas edades," 198,77 "," 115,14 "," 328,98 "
Haiti,2005,Femenino,Estandarizada edad," 513,73 "," 281,14 "," 839,82 "
Haiti,2005,Femenino,Todas edades," 296,64 "," 159,64 "," 491,44 "
Haiti,2005,Masculino,Estandarizada edad," 407,14 "," 240,29 "," 664,67 "
Haiti,2005,Masculino,Todas edades," 198,42 "," 114,63 "," 329,11 "
Haiti,2006,Femenino,Estandarizada edad," 511,29 "," 278,52 "," 838,73 "
Haiti,2006,Femenino,Todas edades," 299,18 "," 160,29 "," 497,17 "
Haiti,2006,Masculino,Estandarizada edad," 409,19 "," 240,36 "," 666,87 "
Haiti,2006,Masculino,Todas edades," 202,07 "," 116,24 "," 334,54 "
Haiti,2007,Femenino,Estandarizada edad," 510,45 "," 275,41 "," 842,50 "
Haiti,2007,Femenino,Todas edades," 302,64 "," 160,64 "," 505,86 "
Haiti,2007,Masculino,Estandarizada edad," 414,62 "," 242,65 "," 676,26 "
Haiti,2007,Masculino,Todas edades," 207,40 "," 118,85 "," 343,32 "
Haiti,2008,Femenino,Estandarizada edad," 506,06 "," 271,01 "," 840,37 "
Haiti,2008,Femenino,Todas edades," 302,84 "," 159,55 "," 509,09 "
Haiti,2008,Masculino,Estandarizada edad," 416,05 "," 240,80 "," 681,13 "
Haiti,2008,Masculino,Todas edades," 209,78 "," 118,95 "," 348,46 "
Haiti,2009,Femenino,Estandarizada edad," 503,64 "," 266,94 "," 842,36 "
Haiti,2009,Femenino,Todas edades," 304,02 "," 158,48 "," 514,82 "
Haiti,2009,Masculino,Estandarizada edad," 418,33 "," 240,86 "," 687,23 "
Haiti,2009,Masculino,Todas edades," 212,36 "," 119,80 "," 354,14 "
Haiti,2010,Femenino,Estandarizada edad," 474,28 "," 248,83 "," 800,65 "
Haiti,2010,Femenino,Todas edades," 292,63 "," 150,60 "," 501,11 "
Haiti,2010,Masculino,Estandarizada edad," 400,94 "," 229,34 "," 663,63 "
Haiti,2010,Masculino,Todas edades," 208,39 "," 116,47 "," 351,13 "
Haiti,2011,Femenino,Estandarizada edad," 500,08 "," 269,11 "," 830,67 "
Haiti,2012,Femenino,Todas edades," 308,39 "," 163,21 "," 518,89 "
Haiti,2013,Masculino,Estandarizada edad," 417,82 "," 240,79 "," 691,56 "
Haiti,2014,Masculino,Todas edades," 216,15 "," 122,20 "," 363,19 "
Haiti,2012,Femenino,Estandarizada edad," 492,62 "," 263,90 "," 819,18 "
Haiti,2012,Femenino,Todas edades," 308,31 "," 162,59 "," 519,08 "
Haiti,2012,Masculino,Estandarizada edad," 416,97 "," 239,71 "," 691,02 "
Haiti,2012,Masculino,Todas edades," 218,90 "," 123,49 "," 367,95 "
Haiti,2013,Femenino,Estandarizada edad," 485,22 "," 259,00 "," 807,76 "
Haiti,2013,Femenino,Todas edades," 308,09 "," 162,05 "," 519,00 "
Haiti,2013,Masculino,Estandarizada edad," 413,99 "," 238,72 "," 687,44 "
Haiti,2013,Masculino,Todas edades," 220,20 "," 124,56 "," 371,00 "
Haiti,2014,Femenino,Estandarizada edad," 481,14 "," 255,74 "," 803,17 "
Haiti,2014,Femenino,Todas edades," 309,67 "," 162,28 "," 522,80 "
Haiti,2014,Masculino,Estandarizada edad," 412,35 "," 237,11 "," 684,54 "
Haiti,2014,Masculino,Todas edades," 222,00 "," 125,18 "," 374,10 "
Haiti,2015,Femenino,Estandarizada edad," 477,68 "," 253,53 "," 799,17 "
Haiti,2015,Femenino,Todas edades," 311,07 "," 162,80 "," 526,19 "
Haiti,2015,Masculino,Estandarizada edad," 411,77 "," 236,67 "," 684,04 "
Haiti,2015,Masculino,Todas edades," 224,06 "," 126,27 "," 377,79 "
Haiti,2016,Femenino,Estandarizada edad," 468,56 "," 247,88 "," 787,28 "
Haiti,2016,Femenino,Todas edades," 311,25 "," 162,58 "," 528,37 "
Haiti,2016,Masculino,Estandarizada edad," 406,68 "," 234,66 "," 674,31 "
Haiti,2016,Masculino,Todas edades," 225,79 "," 127,94 "," 379,69 "
Haiti,2017,Femenino,Estandarizada edad," 459,83 "," 243,81 "," 773,51 "
Haiti,2017,Femenino,Todas edades," 311,22 "," 163,08 "," 528,51 "
Haiti,2017,Masculino,Estandarizada edad," 404,21 "," 233,28 "," 671,69 "
Haiti,2017,Masculino,Todas edades," 228,80 "," 129,76 "," 385,31 "
Haiti,2018,Femenino,Estandarizada edad," 455,67 "," 241,51 "," 767,83 "
Haiti,2018,Femenino,Todas edades," 314,09 "," 164,64 "," 533,88 "
Haiti,2018,Masculino,Estandarizada edad," 403,81 "," 232,98 "," 671,59 "
Haiti,2018,Masculino,Todas edades," 232,70 "," 132,05 "," 391,83 "
Haiti,2019,Femenino,Estandarizada edad," 451,19 "," 239,93 "," 762,24 "
Haiti,2019,Femenino,Todas edades," 316,35 "," 166,48 "," 538,85 "
Haiti,2019,Masculino,Estandarizada edad," 399,94 "," 230,22 "," 667,17 "
Haiti,2019,Masculino,Todas edades," 234,25 "," 132,70 "," 395,43 "
Jamaica,2000,Femenino,Estandarizada edad," 145,06 "," 114,71 "," 184,28 "
Jamaica,2000,Femenino,Todas edades," 158,88 "," 125,42 "," 200,81 "
Jamaica,2000,Masculino,Estandarizada edad," 166,12 "," 132,89 "," 213,27 "
Jamaica,2000,Masculino,Todas edades," 155,56 "," 124,20 "," 199,70 "
Jamaica,2001,Femenino,Estandarizada edad," 147,52 "," 117,91 "," 185,30 "
Jamaica,2001,Femenino,Todas edades," 164,03 "," 130,74 "," 205,06 "
Jamaica,2001,Masculino,Estandarizada edad," 160,62 "," 128,79 "," 204,30 "
Jamaica,2001,Masculino,Todas edades," 152,26 "," 121,78 "," 193,61 "
Jamaica,2002,Femenino,Estandarizada edad," 142,77 "," 114,90 "," 174,14 "
Jamaica,2002,Femenino,Todas edades," 160,89 "," 128,86 "," 195,40 "
Jamaica,2002,Masculino,Estandarizada edad," 156,50 "," 126,25 "," 195,42 "
Jamaica,2002,Masculino,Todas edades," 149,11 "," 119,85 "," 186,26 "
Jamaica,2003,Femenino,Estandarizada edad," 135,21 "," 109,37 "," 163,28 "
Jamaica,2003,Femenino,Todas edades," 154,21 "," 123,97 "," 185,55 "
Jamaica,2003,Masculino,Estandarizada edad," 155,92 "," 126,11 "," 193,18 "
Jamaica,2003,Masculino,Todas edades," 149,27 "," 120,16 "," 185,01 "
Jamaica,2004,Femenino,Estandarizada edad," 130,66 "," 105,78 "," 157,28 "
Jamaica,2004,Femenino,Todas edades," 149,75 "," 120,52 "," 179,72 "
Jamaica,2004,Masculino,Estandarizada edad," 147,31 "," 119,17 "," 183,13 "
Jamaica,2004,Masculino,Todas edades," 141,98 "," 114,40 "," 176,52 "
Jamaica,2005,Femenino,Estandarizada edad," 122,78 "," 98,67 "," 149,32 "
Jamaica,2005,Femenino,Todas edades," 139,80 "," 111,70 "," 169,58 "
Jamaica,2005,Masculino,Estandarizada edad," 129,77 "," 103,63 "," 164,12 "
Jamaica,2005,Masculino,Todas edades," 125,29 "," 99,84 "," 158,41 "
Jamaica,2006,Femenino,Estandarizada edad," 118,19 "," 94,28 "," 146,85 "
Jamaica,2006,Femenino,Todas edades," 135,97 "," 107,71 "," 168,67 "
Jamaica,2006,Masculino,Estandarizada edad," 130,81 "," 105,03 "," 167,25 "
Jamaica,2006,Masculino,Todas edades," 128,61 "," 102,92 "," 164,54 "
Jamaica,2007,Femenino,Estandarizada edad," 124,27 "," 99,01 "," 152,54 "
Jamaica,2007,Femenino,Todas edades," 144,12 "," 114,07 "," 176,56 "
Jamaica,2007,Masculino,Estandarizada edad," 148,99 "," 119,83 "," 186,33 "
Jamaica,2007,Masculino,Todas edades," 148,52 "," 119,14 "," 185,81 "
Jamaica,2008,Femenino,Estandarizada edad," 123,50 "," 98,41 "," 150,78 "
Jamaica,2008,Femenino,Todas edades," 143,98 "," 114,09 "," 175,36 "
Jamaica,2008,Masculino,Estandarizada edad," 183,50 "," 148,35 "," 227,97 "
Jamaica,2008,Masculino,Todas edades," 182,63 "," 147,32 "," 227,00 "
Jamaica,2009,Femenino,Estandarizada edad," 126,31 "," 101,31 "," 152,34 "
Jamaica,2009,Femenino,Todas edades," 147,16 "," 117,49 "," 177,06 "
Jamaica,2009,Masculino,Estandarizada edad," 209,50 "," 169,87 "," 257,12 "
Jamaica,2009,Masculino,Todas edades," 208,52 "," 168,77 "," 256,10 "
Jamaica,2010,Femenino,Estandarizada edad," 125,84 "," 100,74 "," 151,86 "
Jamaica,2010,Femenino,Todas edades," 146,33 "," 116,71 "," 176,14 "
Jamaica,2010,Masculino,Estandarizada edad," 165,09 "," 134,33 "," 202,69 "
Jamaica,2010,Masculino,Todas edades," 167,08 "," 135,66 "," 205,25 "
Jamaica,2011,Femenino,Estandarizada edad," 127,20 "," 101,82 "," 153,47 "
Jamaica,2011,Femenino,Todas edades," 150,12 "," 119,56 "," 180,74 "
Jamaica,2011,Masculino,Estandarizada edad," 189,96 "," 154,79 "," 232,32 "
Jamaica,2011,Masculino,Todas edades," 194,30 "," 157,88 "," 237,82 "
Jamaica,2012,Femenino,Estandarizada edad," 129,93 "," 103,73 "," 157,04 "
Jamaica,2012,Femenino,Todas edades," 154,69 "," 122,74 "," 186,69 "
Jamaica,2012,Masculino,Estandarizada edad," 154,69 "," 124,87 "," 190,74 "
Jamaica,2012,Masculino,Todas edades," 161,94 "," 130,22 "," 199,83 "
Jamaica,2013,Femenino,Estandarizada edad," 133,11 "," 105,80 "," 161,21 "
Jamaica,2013,Femenino,Todas edades," 159,26 "," 125,79 "," 192,58 "
Jamaica,2013,Masculino,Estandarizada edad," 153,51 "," 123,24 "," 189,36 "
Jamaica,2013,Masculino,Todas edades," 162,29 "," 129,64 "," 200,41 "
Jamaica,2014,Femenino,Estandarizada edad," 148,81 "," 118,09 "," 180,84 "
Jamaica,2014,Femenino,Todas edades," 176,94 "," 139,80 "," 214,61 "
Jamaica,2014,Masculino,Estandarizada edad," 169,00 "," 135,26 "," 208,59 "
Jamaica,2014,Masculino,Todas edades," 178,83 "," 142,49 "," 221,04 "
Jamaica,2015,Femenino,Estandarizada edad," 150,58 "," 117,35 "," 186,27 "
Jamaica,2015,Femenino,Todas edades," 177,78 "," 138,21 "," 219,34 "
Jamaica,2015,Masculino,Estandarizada edad," 168,94 "," 131,92 "," 212,56 "
Jamaica,2015,Masculino,Todas edades," 179,24 "," 139,57 "," 225,63 "
Jamaica,2016,Femenino,Estandarizada edad," 148,32 "," 112,86 "," 188,06 "
Jamaica,2016,Femenino,Todas edades," 177,38 "," 134,82 "," 224,18 "
Jamaica,2016,Masculino,Estandarizada edad," 165,39 "," 126,00 "," 213,61 "
Jamaica,2016,Masculino,Todas edades," 178,75 "," 135,95 "," 230,76 "
Jamaica,2017,Femenino,Estandarizada edad," 147,40 "," 109,97 "," 190,94 "
Jamaica,2017,Femenino,Todas edades," 178,19 "," 132,91 "," 229,97 "
Jamaica,2017,Masculino,Estandarizada edad," 160,89 "," 119,50 "," 212,45 "
Jamaica,2017,Masculino,Todas edades," 176,61 "," 131,12 "," 232,85 "
Jamaica,2018,Femenino,Estandarizada edad," 148,49 "," 108,54 "," 195,46 "
Jamaica,2018,Femenino,Todas edades," 180,63 "," 132,16 "," 236,81 "
Jamaica,2018,Masculino,Estandarizada edad," 161,67 "," 117,65 "," 217,47 "
Jamaica,2018,Masculino,Todas edades," 179,61 "," 130,80 "," 241,06 "
Jamaica,2019,Femenino,Estandarizada edad," 152,02 "," 110,18 "," 202,24 "
Jamaica,2019,Femenino,Todas edades," 185,33 "," 134,57 "," 245,51 "
Jamaica,2019,Masculino,Estandarizada edad," 158,27 "," 113,81 "," 214,79 "
Jamaica,2019,Masculino,Todas edades," 177,91 "," 128,12 "," 240,83 "
Santa Lucia,2000,Femenino,Estandarizada edad," 207,78 "," 165,40 "," 257,14 "
Santa Lucia,2000,Femenino,Todas edades," 211,84 "," 169,26 "," 260,96 "
Santa Lucia,2000,Masculino,Estandarizada edad," 276,04 "," 219,29 "," 344,86 "
Santa Lucia,2000,Masculino,Todas edades," 242,84 "," 192,92 "," 303,55 "
Santa Lucia,2001,Femenino,Estandarizada edad," 203,08 "," 161,49 "," 251,43 "
Santa Lucia,2001,Femenino,Todas edades," 212,64 "," 169,57 "," 262,06 "
Santa Lucia,2001,Masculino,Estandarizada edad," 278,78 "," 221,99 "," 347,37 "
Santa Lucia,2001,Masculino,Todas edades," 252,25 "," 200,82 "," 314,28 "
Santa Lucia,2002,Femenino,Estandarizada edad," 196,98 "," 156,17 "," 244,39 "
Santa Lucia,2002,Femenino,Todas edades," 210,33 "," 167,08 "," 259,93 "
Santa Lucia,2002,Masculino,Estandarizada edad," 274,29 "," 217,64 "," 342,12 "
Santa Lucia,2002,Masculino,Todas edades," 254,44 "," 201,70 "," 317,20 "
Santa Lucia,2003,Femenino,Estandarizada edad," 193,17 "," 153,07 "," 240,00 "
Santa Lucia,2003,Femenino,Todas edades," 207,99 "," 165,00 "," 257,37 "
Santa Lucia,2003,Masculino,Estandarizada edad," 273,24 "," 216,39 "," 340,95 "
Santa Lucia,2003,Masculino,Todas edades," 256,86 "," 203,07 "," 320,34 "
Santa Lucia,2004,Femenino,Estandarizada edad," 186,01 "," 147,25 "," 231,52 "
Santa Lucia,2004,Femenino,Todas edades," 199,81 "," 158,36 "," 247,75 "
Santa Lucia,2004,Masculino,Estandarizada edad," 262,34 "," 207,27 "," 328,26 "
Santa Lucia,2004,Masculino,Todas edades," 247,62 "," 195,15 "," 310,01 "
Santa Lucia,2005,Femenino,Estandarizada edad," 185,02 "," 146,29 "," 230,18 "
Santa Lucia,2005,Femenino,Todas edades," 195,61 "," 154,78 "," 242,56 "
Santa Lucia,2005,Masculino,Estandarizada edad," 255,57 "," 200,84 "," 320,85 "
Santa Lucia,2005,Masculino,Todas edades," 239,79 "," 187,75 "," 301,31 "
Santa Lucia,2006,Femenino,Estandarizada edad," 181,88 "," 143,40 "," 226,81 "
Santa Lucia,2006,Femenino,Todas edades," 198,75 "," 156,81 "," 247,05 "
Santa Lucia,2006,Masculino,Estandarizada edad," 248,96 "," 194,61 "," 314,42 "
Santa Lucia,2006,Masculino,Todas edades," 240,67 "," 187,59 "," 304,20 "
Santa Lucia,2007,Femenino,Estandarizada edad," 166,19 "," 129,73 "," 207,92 "
Santa Lucia,2007,Femenino,Todas edades," 186,64 "," 145,71 "," 232,71 "
Santa Lucia,2007,Masculino,Estandarizada edad," 241,87 "," 188,55 "," 305,25 "
Santa Lucia,2007,Masculino,Todas edades," 240,68 "," 187,05 "," 303,90 "
Santa Lucia,2008,Femenino,Estandarizada edad," 161,89 "," 125,58 "," 203,27 "
Santa Lucia,2008,Femenino,Todas edades," 185,37 "," 143,80 "," 232,06 "
Santa Lucia,2008,Masculino,Estandarizada edad," 241,95 "," 187,85 "," 306,24 "
Santa Lucia,2008,Masculino,Todas edades," 246,89 "," 191,07 "," 312,64 "
Santa Lucia,2009,Femenino,Estandarizada edad," 155,08 "," 119,99 "," 194,87 "
Santa Lucia,2009,Femenino,Todas edades," 180,70 "," 139,80 "," 226,40 "
Santa Lucia,2009,Masculino,Estandarizada edad," 231,43 "," 179,51 "," 292,81 "
Santa Lucia,2009,Masculino,Todas edades," 242,50 "," 187,54 "," 307,03 "
Santa Lucia,2010,Femenino,Estandarizada edad," 149,72 "," 115,27 "," 188,52 "
Santa Lucia,2010,Femenino,Todas edades," 177,76 "," 136,88 "," 223,28 "
Santa Lucia,2010,Masculino,Estandarizada edad," 223,35 "," 172,32 "," 283,24 "
Santa Lucia,2010,Masculino,Todas edades," 240,93 "," 185,38 "," 305,72 "
Santa Lucia,2011,Femenino,Estandarizada edad," 148,21 "," 113,81 "," 186,86 "
Santa Lucia,2012,Femenino,Todas edades," 181,43 "," 139,30 "," 228,06 "
Santa Lucia,2013,Masculino,Estandarizada edad," 207,45 "," 158,95 "," 264,62 "
Santa Lucia,2014,Masculino,Todas edades," 229,07 "," 174,92 "," 292,47 "
Santa Lucia,2012,Femenino,Estandarizada edad," 151,27 "," 115,76 "," 191,15 "
Santa Lucia,2012,Femenino,Todas edades," 189,85 "," 145,27 "," 239,12 "
Santa Lucia,2012,Masculino,Estandarizada edad," 211,67 "," 161,43 "," 271,35 "
Santa Lucia,2012,Masculino,Todas edades," 237,72 "," 180,66 "," 305,05 "
Santa Lucia,2013,Femenino,Estandarizada edad," 154,18 "," 117,88 "," 195,17 "
Santa Lucia,2013,Femenino,Todas edades," 196,61 "," 150,21 "," 248,12 "
Santa Lucia,2013,Masculino,Estandarizada edad," 216,83 "," 166,20 "," 276,91 "
Santa Lucia,2013,Masculino,Todas edades," 249,01 "," 190,28 "," 318,16 "
Santa Lucia,2014,Femenino,Estandarizada edad," 153,86 "," 117,05 "," 196,07 "
Santa Lucia,2014,Femenino,Todas edades," 197,89 "," 150,47 "," 251,50 "
Santa Lucia,2014,Masculino,Estandarizada edad," 223,64 "," 170,74 "," 286,55 "
Santa Lucia,2014,Masculino,Todas edades," 260,56 "," 198,32 "," 333,92 "
Santa Lucia,2015,Femenino,Estandarizada edad," 155,83 "," 118,14 "," 199,39 "
Santa Lucia,2015,Femenino,Todas edades," 200,73 "," 152,19 "," 256,16 "
Santa Lucia,2015,Masculino,Estandarizada edad," 222,97 "," 169,32 "," 287,41 "
Santa Lucia,2015,Masculino,Todas edades," 263,88 "," 199,91 "," 340,01 "
Santa Lucia,2016,Femenino,Estandarizada edad," 166,07 "," 125,56 "," 213,28 "
Santa Lucia,2016,Femenino,Todas edades," 219,22 "," 165,82 "," 280,71 "
